presence_time_seconds,scroll_distance_pixels,title,paragraph_text
0.0,0,React App,Early years
2.024317502975464,0,React App,Early years
4.040031909942627,197.1999969482422,React App,Early years
6.055414199829102,0,React App,Early years
8.067570924758911,0,React App,Early years
10.08259654045105,0,React App,Early years
12.098274230957031,197.1999969482422,React App,Early years
14.112719774246216,0,React App,Early years
